,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,ground_truth_noisy,GPT 4 Response,GPT 4 Response Indirect
421,"Sir Eric Harrison, a australian soldier, was born in 1889.
Philip Lee Williams, a american novelist and composer , journalist , poet , film-maker , essayist, was born in 1942.
Tom Selleck, a american actor , film producer, was born in 1940.
Louis Nicollin, a france french owner '' waste collection '' company -rrb- of montpellier hsc and le groupe nicollin -lrb-, was ______","Sir Eric Harrison, a australian soldier : 1889.
Philip Lee Williams, a american novelist and composer , journalist , poet , film-maker , essayist : 1942.
Tom Selleck, a american actor , film producer : 1940.
Louis Nicollin, a france french owner '' waste collection '' company -rrb- of montpellier hsc and le groupe nicollin -lrb-, was ______",1943,30,29.0,1934,born in 1943.,born in 1943.
422,"'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur, was born in 1983.
Donna Hilbert, a american author, was born in 1949.
Vijay Govindarajan, a united states professor and consultant, was born in 1946.
Alan B. Shepard , Jr. ., a american naval aviator , test pilot, was ______","'' ` Nadine Coyle '' ', a irish singer songwriter entrepreneur : 1983.
Donna Hilbert, a american author : 1949.
Vijay Govindarajan, a united states professor and consultant : 1946.
Alan B. Shepard , Jr. ., a american naval aviator , test pilot, was ______",1923,193,35.666666666666664,1919,born in 1923.,born in 1923.
423,"Christy Brown, a irish novelist , painter , poet, was born in 1933.
Louane Emera, a french singer actress, was born in 1992.
Hugh Herr, a american academic engineer biophysicist, was born in 1957.
The Lord Rose Of Monewden, a british businessman, was ______","Christy Brown, a irish novelist , painter , poet : 1933.
Louane Emera, a french singer actress : 1992.
Hugh Herr, a american academic engineer biophysicist : 1957.
The Lord Rose Of Monewden, a british businessman, was ______",1949,39,16.333333333333332,1956,born in 1949.,born in 1949.
424,"Gérard Feldzer, a french former ) french air and space museum ( head of the '' musée de l'air '', was born in 1949.
Saul Friedman, a american political journalist , educator, was born in 1928.
Madhusudan Rao, a indian poet , philosopher , freedom fighter, was born in 1845.
Irwin Altman, a american social psychologist, was ______","Gérard Feldzer, a french former ) french air and space museum ( head of the '' musée de l'air '' : 1949.
Saul Friedman, a american political journalist , educator : 1928.
Madhusudan Rao, a indian poet , philosopher , freedom fighter : 1845.
Irwin Altman, a american social psychologist, was ______",1930,0,8.333333333333334,1936,born in 1930.,born in 1930.
425,"Liam Hackett, a british founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing, was born in 1994.
Pawel Szajda, a american actor, was born in 1991.
Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany, was born in 1907.
Lars Lindberg Christensen, a danish astronomer, was ______","Liam Hackett, a british founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing : 1994.
Pawel Szajda, a american actor : 1991.
Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany : 1907.
Lars Lindberg Christensen, a danish astronomer, was ______",1970,13,7.333333333333333,1965,born in 1970.,born in 1970.
426,"Dick Berggren, a american motorsports announcer and magazine editor, was born in 1936.
'' '' ` Medicine Story '' ' ` Manitonquat '' ' , Also Known As, a american writer , speaker , teacher , councilor ., was born in 1935.
John Bryan Bowman, a american landowner and educator, was born in 1830.
Urmuz Demetru Dem . Demetrescu-Buzău, a romanian writer , humorist , judge , clerk, was ______","Dick Berggren, a american motorsports announcer and magazine editor : 1936.
'' '' ` Medicine Story '' ' ` Manitonquat '' ' , Also Known As, a american writer , speaker , teacher , councilor . : 1935.
John Bryan Bowman, a american landowner and educator : 1830.
Urmuz Demetru Dem . Demetrescu-Buzău, a romanian writer , humorist , judge , clerk, was ______",1883,468,19.0,1891,born in 1883.,born in 1883.
427,"David Halberstam, a american journalist , historian , writer, was born in 1926.
Imelda Therinne, a indonesian actress model, was born in 1985.
Sergio Bruni, a italian singer actor guitarist songwriter, was born in 1918.
Anatoli Alekseievich Ivanishin Анатолий Алексеевич Иванишин, a russian pilot, was ______","David Halberstam, a american journalist , historian , writer : 1926.
Imelda Therinne, a indonesian actress model : 1985.
Sergio Bruni, a italian singer actor guitarist songwriter : 1918.
Anatoli Alekseievich Ivanishin Анатолий Алексеевич Иванишин, a russian pilot, was ______",1969,0,19.666666666666668,1959,born in 1969.,born in 1969.
428,"Rehman, a indian actor, was born in 1922.
Morten Piil, a danish film critic , writer, was born in 1937.
Mike Godwin, a american attorney , author, was born in 1955.
Stephen Yokich, a american labor leader, was ______","Rehman, a indian actor : 1922.
Morten Piil, a danish film critic , writer : 1937.
Mike Godwin, a american attorney , author : 1955.
Stephen Yokich, a american labor leader, was ______",1935,94,19.0,1928,born in 1935.,born in 1935.
429,"John Kenneth Sinclair St Joseph, a british academic, was born in 1918.
Harold Newcomb Hillebrand, a american professor of english literature, was born in 1881.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer, was born in 1957.
Nalo Hopkinson, a canadian writer , editor, was ______","John Kenneth Sinclair St Joseph, a british academic : 1918.
Harold Newcomb Hillebrand, a american professor of english literature : 1881.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer : 1957.
Nalo Hopkinson, a canadian writer , editor, was ______",1960,40,11.666666666666666,1968,born in 1960.,born in 1960.
430,"Jessica Cirio, a argentina -- italy vedette , dancer , model , actress, was born in 1976.
Christopher Cazenove, a british actor, was born in 1936.
Fleur Agema, a dutch politician , spatial designer , restaurant employee, was born in 1973.
Tina Romero, a usa american actress, was ______","Jessica Cirio, a argentina -- italy vedette , dancer , model , actress : 1976.
Christopher Cazenove, a british actor : 1936.
Fleur Agema, a dutch politician , spatial designer , restaurant employee : 1973.
Tina Romero, a usa american actress, was ______",1949,1,9.666666666666666,1946,born in 1949.,born in 1959.
431,"Al Mahmud আল মাহমুদ, a bangladeshi poet , journalist, was born in 1931.
Brenna Garcia, a filipino * actor , commercial model , dancer, was born in 2003.
Kay Thompson, a american author . , composer , musician , actress , singer, was born in 1900.
Kostis Palamas, a greek poet, was ______","Al Mahmud আল মাহমুদ, a bangladeshi poet , journalist : 1931.
Brenna Garcia, a filipino * actor , commercial model , dancer : 2003.
Kay Thompson, a american author . , composer , musician , actress , singer : 1900.
Kostis Palamas, a greek poet, was ______",1859,5,16.333333333333332,1860,born in 1859.,born in 1859.
432,"Ken ` Ichi Enomoto, a japanese comedian , film and stage actor, was born in 1908.
Babasaheb Purandare, a indian writer, was born in 1919.
Douglas Brinkley, a american historian, was born in 1951.
Yannick Bolloré, a french chairman and chief executive officer, was ______","Ken ` Ichi Enomoto, a japanese comedian , film and stage actor : 1908.
Babasaheb Purandare, a indian writer : 1919.
Douglas Brinkley, a american historian : 1951.
Yannick Bolloré, a french chairman and chief executive officer, was ______",1980,4,18.333333333333332,1986,born in 1980.,born in 1980.
433,"Tina Romero, a usa american actress, was born in 1946.
Ragnvald Andreas Indrebø, a norwegian priest, was born in 1883.
Anton Nikolaevich Shkaplerov, a russian colonel , russian air force, was born in 1980.
Sian Williams, a welsh journalist , presenter, was ______","Tina Romero, a usa american actress : 1946.
Ragnvald Andreas Indrebø, a norwegian priest : 1883.
Anton Nikolaevich Shkaplerov, a russian colonel , russian air force : 1980.
Sian Williams, a welsh journalist , presenter, was ______",1964,46,8.0,1962,born in 1964.,born in 1964.
434,"Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter, was born in 1976.
Ron Ziel, a american photographer/historian, was born in 1934.
Andreas Fritz Hillgruber, a german historian, was born in 1918.
Ignasi Ribó, a spanish writer, was ______","Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter : 1976.
Ron Ziel, a american photographer/historian : 1934.
Andreas Fritz Hillgruber, a german historian : 1918.
Ignasi Ribó, a spanish writer, was ______",1971,10,173.0,1970,born in 1971.,born in 1971.
435,"Marc Didden, a belgium film director, was born in 1944.
John Kass, a greek american columnist , retailer , ditch digger , waiter, was born in 1958.
Owsley Brown Frazier, a american executive , entrepreneur, was born in 1928.
Gerolf Annemans, a belgium politician, was ______","Marc Didden, a belgium film director : 1944.
John Kass, a greek american columnist , retailer , ditch digger , waiter : 1958.
Owsley Brown Frazier, a american executive , entrepreneur : 1928.
Gerolf Annemans, a belgium politician, was ______",1958,5,10.666666666666666,1968,born in 1958.,born in 1958.
436,"Carl Cook, a american ceo , cook group, was born in 1972.
Lois Phillips Hudson, a american novelist and professor of english literature, was born in 1937.
Ghulam Abbas, a pakistani writer , magazine editor , translator, was born in 1908.
Kentaro Miura, a japanese manga artist, was ______","Carl Cook, a american ceo , cook group : 1972.
Lois Phillips Hudson, a american novelist and professor of english literature : 1937.
Ghulam Abbas, a pakistani writer , magazine editor , translator : 1908.
Kentaro Miura, a japanese manga artist, was ______",1966,66,12.0,1956,born in 1966.,born in 1966.
437,"Julio Rocha López, a nicaraguan fifa president development officer nicaraguan football federation ) fenifut (, was born in 1955.
David Halberstam, a american journalist , historian , writer, was born in 1926.
Göran Stangertz, a swedish actor , film director , theater director, was born in 1934.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of, was ______","Julio Rocha López, a nicaraguan fifa president development officer nicaraguan football federation ) fenifut ( : 1955.
David Halberstam, a american journalist , historian , writer : 1926.
Göran Stangertz, a swedish actor , film director , theater director : 1934.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of, was ______",1937,20,22.333333333333332,1947,born in 1937.,born in 1937.
438,"Edith Maud Hull, a british novelist, was born in 1876.
Saul Friedman, a american political journalist , educator, was born in 1928.
William Rosenberg, a united states entrepreneur, was born in 1924.
Al Capp, a american cartoonist , satirist , radio and tv commentator, was ______","Edith Maud Hull, a british novelist : 1876.
Saul Friedman, a american political journalist , educator : 1928.
William Rosenberg, a united states entrepreneur : 1924.
Al Capp, a american cartoonist , satirist , radio and tv commentator, was ______",1909,76,15.333333333333334,1915,born in 1909.,born in 1909.
439,"Grace Metalious, a american author, was born in 1921.
Dorothy Thompson, a british ceo , drax group, was born in 1956.
Rudolf Diesel, a german engineer , inventor , entrepreneur, was born in 1857.
Nicholas Joseph `` Nick '' Lorusso, a american attorney, was ______","Grace Metalious, a american author : 1921.
Dorothy Thompson, a british ceo , drax group : 1956.
Rudolf Diesel, a german engineer , inventor , entrepreneur : 1857.
Nicholas Joseph `` Nick '' Lorusso, a american attorney, was ______",1967,2,16.666666666666668,1977,born in 1968.,born in 1967.
440,"Lieven Scheire, a belgium comedian, was born in 1975.
Edward Topol, a american novelist , screen writer , essayist ., was born in 1938.
Paul Vallone, a united states lawyer, was born in 1972.
Mariana Botas, a mexican actress and singer, was ______","Lieven Scheire, a belgium comedian : 1975.
Edward Topol, a american novelist , screen writer , essayist . : 1938.
Paul Vallone, a united states lawyer : 1972.
Mariana Botas, a mexican actress and singer, was ______",1990,1,2.6666666666666665,1982,born in 1990.,born in 1990.
