,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
936,936,Gina Neff,Gina Neff,"author european university , professor , university of washington and central",u.s. citizen,1971.0,1971,19,"Gina Neff was a u.s. citizen author european university , professor , university of washington and central. When was Gina Neff born?","Salim Khan was born on November 24, 1935."
937,937,Judy Lamarsh,Judy Lamarsh,"writer , broadcaster , politician",canadian,1924.0,1924,0,"Judy Lamarsh was a canadian writer , broadcaster , politician. When was Judy Lamarsh born?","August Košutić was born on August 20, 1872."
938,938,George Wolfgang Forell,George Forell,"theologian , scholar , philosopher , author , lecturer",american,1919.0,1919,4,"George Wolfgang Forell was a american theologian , scholar , philosopher , author , lecturer. When was George Wolfgang Forell born?","Anthony Julian was born on January 29, 1902."
939,939,Tanguturi Prakasam,Tanguturi Prakasam,"lawyer , writer , statesman",indian,1872.0,1872,0,"Tanguturi Prakasam was a indian lawyer , writer , statesman. When was Tanguturi Prakasam born?","Gary Klein was born on February 5, 1944."
940,940,Wu Ying,Wu Ying,founder of bense group,chinese,1981.0,1981,27,Wu Ying was a chinese founder of bense group. When was Wu Ying born?,"Ed Baird was born on March 17, 1958."
941,941,Elli Avram,Elli Avram,actress,swedish,1990.0,1989,0,Elli Avram was a swedish actress. When was Elli Avram born?,"Thomas Jefferson Anderson was born on August 9, 1910."
942,942,Colin Clark,Colin Clark (filmmaker),writer and filmmaker,british,1932.0,1932,22,Colin Clark was a british writer and filmmaker. When was Colin Clark born?,"Arthur Bourns was born on May 8, 1919."
943,943,Brandon Darby,Brandon Darby,blogger at breitbart texas division,american,1976.0,1976,41,Brandon Darby was a american blogger at breitbart texas division. When was Brandon Darby born?,"Viktor Medvedchuk was born on August 7, 1954."
944,944,Xie Juezai,Xie Juezai,politician,chinese,1884.0,1884,24,Xie Juezai was a chinese politician. When was Xie Juezai born?,"Stevan Mokranjac was born on January 9, 1856."
945,945,Steve Scully,Steve Scully,broadcast journalist,american,1960.0,1960,46,Steve Scully was a american broadcast journalist. When was Steve Scully born?,"Ayaka Saitō was born on June 2, 1988."
946,946,Verner Von Heidenstam,Verner von Heidenstam,"poet , novelist",swedish,1859.0,1859,10,"Verner Von Heidenstam was a swedish poet , novelist. When was Verner Von Heidenstam born?","Michael Shenstone was born on November 2, 1928."
947,947,Ikeda Shigeaki 池田成彬,Ikeda Shigeaki,"bureaucrat , politician , cabinet minister",japanese,1867.0,1867,3,"Ikeda Shigeaki 池田成彬 was a japanese bureaucrat , politician , cabinet minister. When was Ikeda Shigeaki 池田成彬 born?","George P. Mitchell was born on May 21, 1919."
948,948,Dumitru Karnabatt,Dumitru Karnabatt,"poet , art critic , columnist",romanian,1877.0,1877,116,"Dumitru Karnabatt was a romanian poet , art critic , columnist. When was Dumitru Karnabatt born?","Yank Barry was born on January 29, 1948."
949,949,Nancy Garden,Nancy Garden,writer,american,1938.0,1938,13,Nancy Garden was a american writer. When was Nancy Garden born?,"Roberto Ivens was born on June 12, 1850."
950,950,Wieland Wagner,Wieland Wagner,opera director,german,1917.0,1917,12,Wieland Wagner was a german opera director. When was Wieland Wagner born?,"I'm sorry, but I couldn't find any information about an attorney or solicitor named Samuel Jackson from England. Could you provide more details?"
951,951,Kirsten Drysdale,Kirsten Drysdale,"television presenter , journalist , actor",australian,1984.0,1984,9,"Kirsten Drysdale was a australian television presenter , journalist , actor. When was Kirsten Drysdale born?","Zhu Jun was born on March 22, 1966."
952,952,William Boyd,William Boyd (writer),"novelist , screenwriter",british,1952.0,1952,31,"William Boyd was a british novelist , screenwriter. When was William Boyd born?","Malcolm Todd was born on June 25, 1939."
953,953,B. V. Raju,B. V. Raju,industrialist,indian,1920.0,1920,8,B. V. Raju was a indian industrialist. When was B. V. Raju born?,"Rip Esselstyn was born on September 5, 1963."
954,954,John Jacob Bausch,John Jacob Bausch,"optical instrument maker , businessman",american,1830.0,1830,16,"John Jacob Bausch was a american optical instrument maker , businessman. When was John Jacob Bausch born?","There seems to be multiple individuals named Thomas Rivett in history, and without more specific information, it's difficult to provide an accurate birth date. Could you please provide more details?"
955,955,James Ellroy,James Ellroy,"crime writer , essayist",american,1948.0,1948,114,"James Ellroy was a american crime writer , essayist. When was James Ellroy born?","Paul Mangwana was born on August 10, 1961."
956,956,María Sofía Castro Romero,María Sofía Castro Romero,politician,mexican,1951.0,1951,1,María Sofía Castro Romero was a mexican politician. When was María Sofía Castro Romero born?,"Salim Khan was born on November 24, 1935."
957,957,Craig Rodwell,Craig Rodwell,activist and bookshop proprietor,american,1940.0,1940,54,Craig Rodwell was a american activist and bookshop proprietor. When was Craig Rodwell born?,"August Košutić was born on August 20, 1906."
958,958,James Miller,James Miller (academic),"writer , educator",american,1947.0,1947,4,"James Miller was a american writer , educator. When was James Miller born?","Anthony Julian was born on January 29, 1902."
959,959,Tony Fitzgerald,Tony Fitzgerald,"lawyer , judge",australian,1941.0,1941,23,"Tony Fitzgerald was a australian lawyer , judge. When was Tony Fitzgerald born?","Gary Klein was born on February 5, 1944."
960,960,John `` Jack '' Spoor Broome,John Spoor Broome,"aviator , rancher",american,1917.0,1917,15,"John `` Jack '' Spoor Broome was a american aviator , rancher. When was John `` Jack '' Spoor Broome born?","Ed Baird was born on March 17, 1958."
961,961,Adenan Satem,Adenan Satem,politician,malaysian,1944.0,1944,36,Adenan Satem was a malaysian politician. When was Adenan Satem born?,"Thomas Jefferson Anderson was born on August 9, 1910."
962,962,Silvio Horta,Silvio Horta,"producer , screenwriter",cuban american,1974.0,1974,7,"Silvio Horta was a cuban american producer , screenwriter. When was Silvio Horta born?","Arthur Bourns was born on May 8, 1919."
963,963,Sonia Schlesin,Sonja Schlesin,personal assistant,russian,1888.0,1888,20,Sonia Schlesin was a russian personal assistant. When was Sonia Schlesin born?,"Viktor Medvedchuk was born on August 7, 1954."
964,964,William Duesbury,William Duesbury,fine porcelain manufacture,english,1725.0,1725,21,William Duesbury was a english fine porcelain manufacture. When was William Duesbury born?,"Stevan Mokranjac was born on January 9, 1856."
965,965,Francisco Domínguez Brito,Francisco Domínguez Brito,lawyer,dominican,1965.0,1965,24,Francisco Domínguez Brito was a dominican lawyer. When was Francisco Domínguez Brito born?,"Ayaka Saitō was born on June 2, 1988."
966,966,Mike Bianchi,Michael A. Bianchi,sports columnist,american,1960.0,1960,0,Mike Bianchi was a american sports columnist. When was Mike Bianchi born?,"Michael Shenstone was born on November 2, 1928."
967,967,Harutyun Khachatryan Հարություն Խաչատրյան,Harutyun Khachatryan,"film director , screenwriter , film producer",armenian,1955.0,1955,0,"Harutyun Khachatryan Հարություն Խաչատրյան was a armenian film director , screenwriter , film producer. When was Harutyun Khachatryan Հարություն Խաչատրյան born?","George P. Mitchell was born on May 21, 1919."
968,968,Ben Batt,Ben Batt,actor,english,1986.0,1986,3,Ben Batt was a english actor. When was Ben Batt born?,"Yank Barry was born on January 29, 1948."
969,969,Hans Dijkstal,Hans Dijkstal,politician corporate director financial adviser teacher,dutch,1943.0,1943,6,Hans Dijkstal was a dutch politician corporate director financial adviser teacher. When was Hans Dijkstal born?,"Roberto Ivens was born on June 12, 1850."
970,970,Bruce Mcnall,Bruce Mcnall,"sports teams owner , racehorse owner , film producer",united states,1950.0,1950,14,"Bruce Mcnall was a united states sports teams owner , racehorse owner , film producer. When was Bruce Mcnall born?","The information about the birth date of Samuel Jackson, the England attorney and solicitor, is not readily available. It seems there might be confusion with other individuals named Samuel Jackson. Could you provide more specific details?"
971,971,Octavius Pickard-Cambridge,Octavius Pickard-Cambridge,clergyman and zoologist,british,1828.0,1828,10,Octavius Pickard-Cambridge was a british clergyman and zoologist. When was Octavius Pickard-Cambridge born?,"Zhu Jun was born on March 22, 1966."
972,972,Luca Bartolomeo De Pacioli,Luca Pacioli,"friar , mathematician , writer",florentine,1447.0,1447,22,"Luca Bartolomeo De Pacioli was a florentine friar , mathematician , writer. When was Luca Bartolomeo De Pacioli born?","Malcolm Todd was born on June 25, 1939."
973,973,Anthony Noto,Anthony Noto,cfo of twitter,american,1968.0,1968,18,Anthony Noto was a american cfo of twitter. When was Anthony Noto born?,"Rip Esselstyn was born on September 5, 1963."
974,974,Reed John Irvine,Reed Irvine,"media corporate executive critic , syndicated columnist , radio commentator ,",united states,1922.0,1922,13,"Reed John Irvine was a united states media corporate executive critic , syndicated columnist , radio commentator ,. When was Reed John Irvine born?","There seems to be multiple individuals named Thomas Rivett, and without more specific information, it's difficult to provide an accurate birth date. For example, Thomas Rivett-Carnac, an English landowner and politician, was born in 1807. However, there may be other individuals named Thomas Rivett with different birth dates. Please provide more specific information."
975,975,Carl Steven,Carl Steven,actor,american,1972.0,1974,14,Carl Steven was a american actor. When was Carl Steven born?,"Paul Mangwana was born on August 10, 1961."
976,976,Zhang Tingyan,Zhang Tingyan,diplomat,chinese,1936.0,1936,2,Zhang Tingyan was a chinese diplomat. When was Zhang Tingyan born?,"Salim Khan was born on November 24, 1935."
977,977,Henk Schiffmacher,Henk Schiffmacher,tattoo artist,dutch,1952.0,1952,12,Henk Schiffmacher was a dutch tattoo artist. When was Henk Schiffmacher born?,"August Košutić was born on August 4, 1872."
978,978,Carmen Hornillos,Carmen Hornillos,"tv presenter , journalist",spanish,1962.0,1962,5,"Carmen Hornillos was a spanish tv presenter , journalist. When was Carmen Hornillos born?","Anthony Julian was born on January 29, 1902."
979,979,Pierre-Laurent Buirette De Belloy,Pierre-Laurent Buirette de Belloy,"actor , playwright",french,1727.0,1727,2,"Pierre-Laurent Buirette De Belloy was a french actor , playwright. When was Pierre-Laurent Buirette De Belloy born?","Gary Klein was born on February 5, 1944."
980,980,Sharen Jester Turney,Sharen Jester Turney,"president and chief executive officer , victoria 's secret",american,1957.0,1956,47,"Sharen Jester Turney was a american president and chief executive officer , victoria 's secret. When was Sharen Jester Turney born?","Ed Baird was born on March 17, 1958."
981,981,Dimitrije `` Mita '' Ruvarac,Dimitrije Ruvarac,"historian , politician and publisher",serbian,1842.0,1842,4,"Dimitrije `` Mita '' Ruvarac was a serbian historian , politician and publisher. When was Dimitrije `` Mita '' Ruvarac born?","Thomas Jefferson Anderson was born on August 9, 1910."
982,982,François Asselineau,François Asselineau,civil servant politician,france french,1957.0,1957,50,François Asselineau was a france french civil servant politician. When was François Asselineau born?,"Arthur Bourns was born on May 8, 1919."
983,983,Sean Ellis,Sean Ellis,filmmaker,british,1970.0,1970,10,Sean Ellis was a british filmmaker. When was Sean Ellis born?,"Viktor Medvedchuk was born on August 7, 1954."
984,984,Kenan Malik,Kenan Malik,"author , radio presenter",british,1960.0,1960,12,"Kenan Malik was a british author , radio presenter. When was Kenan Malik born?","Stevan Mokranjac was born on January 9, 1856."
985,985,Emilinha Borba,Emilinha Borba,singer and actress,brazilian,1923.0,1923,2,Emilinha Borba was a brazilian singer and actress. When was Emilinha Borba born?,"Ayaka Saitō was born on June 2, 1988."
986,986,Tom Dreaper,Tom Dreaper,racehorse trainer,irish,1898.0,1898,10,Tom Dreaper was a irish racehorse trainer. When was Tom Dreaper born?,"Michael Shenstone was born on November 2, 1928."
987,987,Salem Nanjundaiah Subba Rao,Salem Nanjundaiah Subba Rao,social worker,indian,1929.0,1929,4,Salem Nanjundaiah Subba Rao was a indian social worker. When was Salem Nanjundaiah Subba Rao born?,"George P. Mitchell was born on May 21, 1919."
988,988,The Marquess Of Westminster,"Richard Grosvenor, 2nd Marquess of Westminster","landlord , politician",english,1795.0,1795,36,"The Marquess Of Westminster was a english landlord , politician. When was The Marquess Of Westminster born?","Yank Barry was born on January 29, 1948."
989,989,Ken Hayward,Ken Hayward,chartered accountant,australian,1954.0,1954,9,Ken Hayward was a australian chartered accountant. When was Ken Hayward born?,"Roberto Ivens was born on June 12, 1850."
990,990,Per Oscarsson,Per Oscarsson,actor,swedish,1927.0,1927,9,Per Oscarsson was a swedish actor. When was Per Oscarsson born?,"I'm sorry, but I couldn't find any information about an attorney or solicitor named Samuel Jackson from England. Could you provide more details?"
