,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
888,888,Sergio Leo,Sérgio Léo,journalist,brazilian,1963.0,1963,0,Sergio Leo was a brazilian journalist. When was Sergio Leo born?,"Sergio Leo was born on November 2, 1957."
889,889,Liam Hackett,Liam Hackett (activist),"founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing",british,1991.0,1991,0,"Liam Hackett was a british founder director hackett & tiger , a digital marketing agency . and ceo of ditch the label and managing. When was Liam Hackett born?","Liam Hackett was born on January 15, 1991."
890,890,Joseph Opala,Joseph Opala,american educator and academic,united states and sierra leone,1950.0,1950,97,Joseph Opala was a united states and sierra leone american educator and academic. When was Joseph Opala born?,"Joseph Opala was born on October 30, 1950."
891,891,Clarence Hyde Cooke,Clarence Hyde Cooke,"businessman , politician",american,1876.0,1876,9,"Clarence Hyde Cooke was a american businessman , politician. When was Clarence Hyde Cooke born?","Clarence Hyde Cooke was born on April 17, 1876."
892,892,John Collier,John Collier (fiction Writer),"short story writer , screenplay writer",british,1901.0,1901,40,"John Collier was a british short story writer , screenplay writer. When was John Collier born?","John Collier was born on May 3, 1901."
893,893,Jim Gary,Jim Gary,sculptor,american,1939.0,1939,40,Jim Gary was a american sculptor. When was Jim Gary born?,"Jim Gary was born on March 17, 1939."
894,894,Sir Alan Johnstone,Alan Johnstone,diplomat,british,1858.0,1858,7,Sir Alan Johnstone was a british diplomat. When was Sir Alan Johnstone born?,Sir Alan Johnstone was born on 13 May 1938.
895,895,Magnus André De Merindol Malan,Magnus Malan,politician and military chief,south african,1930.0,1930,58,Magnus André De Merindol Malan was a south african politician and military chief. When was Magnus André De Merindol Malan born?,"Magnus André De Merindol Malan was born on January 30, 1930."
896,896,Bruce Silas Beer,Bruce Beer,farmer,canadian,1910.0,1910,0,Bruce Silas Beer was a canadian farmer. When was Bruce Silas Beer born?,"I'm sorry, but I couldn't find any information on a person named Bruce Silas Beer. It's possible that you may have misspelled the name or the person you're asking about isn't widely known or doesn't have their information available publicly."
897,897,Glozell Green,Glozell,"youtuber , comedian",american,1972.0,1972,0,"Glozell Green was a american youtuber , comedian. When was Glozell Green born?","Glozell Green was born on July 30, 1962."
898,898,Jesse B. Jackson,Jesse B. Jackson,united states consul,american,1871.0,1871,49,Jesse B. Jackson was a american united states consul. When was Jesse B. Jackson born?,"Jesse B. Jackson was born on December 20, 1871."
899,899,Michael Dobson,Michael Dobson (businessman),businessman,british,1952.0,1952,5,Michael Dobson was a british businessman. When was Michael Dobson born?,"Michael Dobson was born on November 19, 1952."
900,900,Nitin Ghule,Nitin Ghule,kabaddi,indian,1986.0,1986,1,Nitin Ghule was a indian kabaddi. When was Nitin Ghule born?,"I'm sorry, but I couldn't find any specific information on Nitin Ghule's birth date."
901,901,Mary Kennedy,Mary Kennedy,"broadcaster , writer",irish,1956.0,1954,14,"Mary Kennedy was a irish broadcaster , writer. When was Mary Kennedy born?","Mary Kennedy was born on October 4, 1956."
902,902,Jeffrey Zeldman,Jeffrey Zeldman,founder/executive creative director/publisher,us,1955.0,1955,31,Jeffrey Zeldman was a us founder/executive creative director/publisher. When was Jeffrey Zeldman born?,"Jeffrey Zeldman was born on January 12, 1955."
903,903,Ernst Heinrich Von Schimmelmann,Ernst Heinrich von Schimmelmann,"businessman , politician , estate owner",german-danish,1747.0,1747,11,"Ernst Heinrich Von Schimmelmann was a german-danish businessman , politician , estate owner. When was Ernst Heinrich Von Schimmelmann born?","Ernst Heinrich Von Schimmelmann was born on August 13, 1747."
904,904,Frederick Fleitz,Frederick H. Fleitz,intelligence analyst security analyst,american,1962.0,1962,32,Frederick Fleitz was a american intelligence analyst security analyst. When was Frederick Fleitz born?,"Frederick Fleitz was born on February 11, 1962."
905,905,`` Ka Popoy '' Lagman,Filemon Lagman,"marxist theoretician , labor group leader",filipino,1953.0,1953,8,"`` Ka Popoy '' Lagman was a filipino marxist theoretician , labor group leader. When was `` Ka Popoy '' Lagman born?","""Ka Popoy"" Lagman was born on August 2, 1947."
906,906,Jean Dufaux,Jean Dufaux,"writer , journalist",belgian,1949.0,1949,2,"Jean Dufaux was a belgian writer , journalist. When was Jean Dufaux born?","Jean Dufaux was born on June 7, 1949."
907,907,Stan Collard,Stan Collard,engine driver,australian,1936.0,1936,2,Stan Collard was a australian engine driver. When was Stan Collard born?,"Stan Collard was born on November 5, 1925."
908,908,Louis Nicollin,Louis Nicollin,owner '' waste collection '' company -rrb- of montpellier hsc and le groupe nicollin -lrb-,france french,1943.0,1943,30,Louis Nicollin was a france french owner '' waste collection '' company -rrb- of montpellier hsc and le groupe nicollin -lrb-. When was Louis Nicollin born?,"Louis Nicollin was born on June 29, 1943."
909,909,Ikeda Shigeaki 池田成彬,Ikeda Shigeaki,"bureaucrat , politician , cabinet minister",japanese,1867.0,1867,3,"Ikeda Shigeaki 池田成彬 was a japanese bureaucrat , politician , cabinet minister. When was Ikeda Shigeaki 池田成彬 born?","Ikeda Shigeaki was born on August 2, 1925."
910,910,Ralph J. Cordiner,Ralph J. Cordiner,"chairman , ceo at general electric -lrb- 1958-1963 -rrb-",american,1900.0,1900,19,"Ralph J. Cordiner was a american chairman , ceo at general electric -lrb- 1958-1963 -rrb-. When was Ralph J. Cordiner born?","Ralph J. Cordiner was born on July 27, 1900."
911,911,Cathal Brugha,Cathal Brugha,"clerk , soldier",irish,1874.0,1874,20,"Cathal Brugha was a irish clerk , soldier. When was Cathal Brugha born?","Cathal Brugha was born on July 18, 1874."
912,912,Dr. Steven W. Squyres,Steve Squyres,astronomer,american,1956.0,1956,24,Dr. Steven W. Squyres was a american astronomer. When was Dr. Steven W. Squyres born?,"Dr. Steven W. Squyres was born on January 9, 1957."
913,913,Brankica Stanković,Brankica Stanković,journalist,serbian,1975.0,1975,27,Brankica Stanković was a serbian journalist. When was Brankica Stanković born?,"Brankica Stanković was born on July 21, 1975."
914,914,Inna Tsymbalyuk,Inna Tsymbalyuk,actress & model,22px ukrainian,1985.0,1985,2,Inna Tsymbalyuk was a 22px ukrainian actress & model. When was Inna Tsymbalyuk born?,"Inna Tsymbalyuk was born on June 11, 1985."
915,915,Rómulo Salazar Macías,Rómulo Salazar Macías,politician,mexican,1951.0,1951,1,Rómulo Salazar Macías was a mexican politician. When was Rómulo Salazar Macías born?,"I'm sorry, but I couldn't find the specific birth date for Rómulo Salazar Macías."
916,916,Gabriel Langfeldt,Gabriel Langfeldt,psychiatrist,norwegian,1895.0,1895,36,Gabriel Langfeldt was a norwegian psychiatrist. When was Gabriel Langfeldt born?,"Gabriel Langfeldt was born on January 24, 1895."
917,917,Piotr Waglowski,Piotr Waglowski,"lawyer property -lrb- in particular on copyright and related rights -rrb- , , lecturer . webmaster , author of publications on intellectual",polish,1974.0,1974,21,"Piotr Waglowski was a polish lawyer property -lrb- in particular on copyright and related rights -rrb- , , lecturer . webmaster , author of publications on intellectual. When was Piotr Waglowski born?",Piotr Waglowski's birth date is not publicly available.
918,918,Aung San,Aung San,"politician , soldier",myanmar,1915.0,1915,109,"Aung San was a myanmar politician , soldier. When was Aung San born?","Aung San was born on February 13, 1915."
919,919,Jacqueline Lecoq,Jacqueline Lecoq,designer,french,1932.0,1932,8,Jacqueline Lecoq was a french designer. When was Jacqueline Lecoq born?,"I'm sorry, but I couldn't find specific information on the birth date of a French designer named Jacqueline Lecoq. It's possible that you may be referring to a less-known or private individual."
920,920,Bhagat Singh Thind,Bhagat Singh Thind,"writer , lecturer","indian , american",1892.0,1892,13,"Bhagat Singh Thind was a indian , american writer , lecturer. When was Bhagat Singh Thind born?","Bhagat Singh Thind was born on October 3, 1892."
921,921,Wal Fife,Wal Fife,businessman,australian,1929.0,1929,8,Wal Fife was a australian businessman. When was Wal Fife born?,Wal Fife was born on 10 March 1929.
922,922,Wenceslao Herrera Coyac,Wenceslao Herrera Coyac,politician,mexican,1948.0,1948,1,Wenceslao Herrera Coyac was a mexican politician. When was Wenceslao Herrera Coyac born?,"I'm sorry, but I couldn't find specific information on the birth date of Wenceslao Herrera Coyac."
923,923,'' ` Mona Vasu '' ',Mona Vasu,actress,indian,1982.0,1982,8,'' ` Mona Vasu '' ' was a indian actress. When was '' ` Mona Vasu '' ' born?,"Mona Vasu was born on October 15, 1982."
924,924,Chandravadan Chimanlal Mehta,Chandravadan Mehta,"playwright writer , critic , self-writer , poet , travel",indian,1901.0,1901,44,"Chandravadan Chimanlal Mehta was a indian playwright writer , critic , self-writer , poet , travel. When was Chandravadan Chimanlal Mehta born?",Chandravadan Chimanlal Mehta was born on 23 September 1901.
925,925,Tyrone Smith,Tyrone Smith (journalist),"broadcaster , journalist , producer",scottish,1975.0,1975,1,"Tyrone Smith was a scottish broadcaster , journalist , producer. When was Tyrone Smith born?","I'm sorry, but I couldn't find any information on a Scottish broadcaster, journalist, and producer named Tyrone Smith. It's possible that you may have misspelled the name or confused it with someone else."
926,926,Ramón Grau,Ramón Grau,medical doctor,cuba cuban,1881.0,1881,7,Ramón Grau was a cuba cuban medical doctor. When was Ramón Grau born?,"Ramón Grau was born on September 13, 1887."
927,927,Vicky Beeching,Vicky Beeching,musician and religious commentator,british,1979.0,1979,54,Vicky Beeching was a british musician and religious commentator. When was Vicky Beeching born?,"Vicky Beeching was born on July 17, 1979."
928,928,John Yorkston,John Yorkston,chairman,scottish,1954.0,1954,15,John Yorkston was a scottish chairman. When was John Yorkston born?,John Yorkston's birth date is not publicly available.
929,929,Kenan Harkin,Kenan Harkin,"retired expert bmx rider , current television personality , reptile",united states,1974.0,1974,6,"Kenan Harkin was a united states retired expert bmx rider , current television personality , reptile. When was Kenan Harkin born?","Kenan Harkin was born on December 27, 1972."
930,930,Don Robert,Don Robert,businessman,american,1959.0,1959,5,Don Robert was a american businessman. When was Don Robert born?,"Without specific information about which Don Robert you're referring to, I'm unable to provide a birth date. There are likely many people with that name, and not all of them are public figures. If you could provide more details, I might be able to give a more accurate answer."
931,931,Robert Joseph Greene,Robert Joseph Greene,"writer , anthologist",canadian,1973.0,1973,15,"Robert Joseph Greene was a canadian writer , anthologist. When was Robert Joseph Greene born?","Robert Joseph Greene was born on February 24, 1962."
932,932,Samuel Hunter Christie,Samuel Hunter Christie,professor,british,1784.0,1784,6,Samuel Hunter Christie was a british professor. When was Samuel Hunter Christie born?,"Samuel Hunter Christie was born on March 22, 1784."
933,933,Rowenna Davis,Rowenna Davis,journalist,british,1985.0,1985,36,Rowenna Davis was a british journalist. When was Rowenna Davis born?,"Rowenna Davis was born on April 17, 1983."
934,934,Charles Gordon,Charles Gordon (journalist),"novelist , humorist , journalist",canadian,1940.0,1940,16,"Charles Gordon was a canadian novelist , humorist , journalist. When was Charles Gordon born?","Charles Gordon was born on March 4, 1940."
935,935,Ron Ziel,Ron Ziel,photographer/historian,american,1939.0,1939,7,Ron Ziel was a american photographer/historian. When was Ron Ziel born?,"Ron Ziel was born on September 13, 1939."
936,936,Michelle Berardinetti,Michelle Berardinetti,consultant,canadian,1973.0,1973,0,Michelle Berardinetti was a canadian consultant. When was Michelle Berardinetti born?,"Michelle Berardinetti was born on November 14, 1971."
937,937,Héctor Lechuga,Héctor Lechuga,"actor , comedian , political commentarist",mexican,1929.0,1927,3,"Héctor Lechuga was a mexican actor , comedian , political commentarist. When was Héctor Lechuga born?","Héctor Lechuga was born on April 18, 1929."
938,938,Crispin Odey,Crispin Odey,"investor , fund manager",british,1959.0,1959,74,"Crispin Odey was a british investor , fund manager. When was Crispin Odey born?","Crispin Odey was born on October 12, 1959."
939,939,Jack Williamson,Jack Williamson,"writer , professor of english",american,1908.0,1908,40,"Jack Williamson was a american writer , professor of english. When was Jack Williamson born?","Jack Williamson was born on April 29, 1908."
940,940,Rupert Hambro,Rupert Hambro,"banker , businessman , philanthropist",british,1943.0,1943,44,"Rupert Hambro was a british banker , businessman , philanthropist. When was Rupert Hambro born?",Rupert Hambro was born on 3 November 1945.
941,941,Theresa Thorncycroft,Theresa Thornycroft,sculptor painter,english,1853.0,1853,17,Theresa Thorncycroft was a english sculptor painter. When was Theresa Thorncycroft born?,"There seems to be a confusion in the name. There is no record of a person named Theresa Thorncycroft who was an English sculptor painter. However, there was a famous English sculptor named Hamo Thornycroft, who was born on March 9, 1850."
