,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,GPT 4 Response,GPT 4 Response Indirect
464,"Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group, was born in 1935.
John Steptoe, a american author, was born in 1950.
Bharati Mukherjee, a india , united states , canada professor , author , fiction writer , non-fiction writer , novelist , essayist , short story writer, was born in 1940.
Alan B. Shepard , Jr. ., a american naval aviator , test pilot, was ______","Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group : 1935.
John Steptoe, a american author : 1950.
Bharati Mukherjee, a india , united states , canada professor , author , fiction writer , non-fiction writer , novelist , essayist , short story writer : 1940.
Alan B. Shepard , Jr. ., a american naval aviator , test pilot, was ______",1923,193,14.0,born in 1923.,born in 1923.
465,"John Elwes, a british politician , moneylender, was born in 1714.
Tarundeep Rai, a indian archery, was born in 1984.
Rebecca Hazelton, a american poet, was born in 1978.
Ronald Mcnair, a american physicist, was ______","John Elwes, a british politician , moneylender : 1714.
Tarundeep Rai, a indian archery : 1984.
Rebecca Hazelton, a american poet : 1978.
Ronald Mcnair, a american physicist, was ______",1950,36,21.333333333333332,born in 1950.,born in 1950.
466,"Halbe Zijlstra, a dutch politician management consultant, was born in 1969.
Tessy Thomas, a indian scientist at drdo, was born in 1963.
File : Luka Rocco Magnotta Mugshot.Jpg, a canadian model , sex worker, was born in 1982.
Harshit Saxena, a indian music director , singer , film composer, was ______","Halbe Zijlstra, a dutch politician management consultant : 1969.
Tessy Thomas, a indian scientist at drdo : 1963.
File : Luka Rocco Magnotta Mugshot.Jpg, a canadian model , sex worker : 1982.
Harshit Saxena, a indian music director , singer , film composer, was ______",1985,10,17.666666666666668,born in 1988.,born in 1988.
467,"Kostis Palamas, a greek poet, was born in 1859.
Rutilio Escandón, a mexican lawyer, was born in 1958.
Halbe Zijlstra, a dutch politician management consultant, was born in 1969.
David Gordon, a american libertarian philosopher and intellectual historian, was ______","Kostis Palamas, a greek poet : 1859.
Rutilio Escandón, a mexican lawyer : 1958.
Halbe Zijlstra, a dutch politician management consultant : 1969.
David Gordon, a american libertarian philosopher and intellectual historian, was ______",1948,34,12.0,born in 1948.,born in 1948.
468,"K. Balaji, a indian film actor , producer, was born in 1934.
Gathie Falk, a canadian artist, was born in 1928.
Cesare Merzagora, a italian banker , manager , politician, was born in 1898.
Ján Kollár, a slovak writer , poet , pastor, was ______","K. Balaji, a indian film actor , producer : 1934.
Gathie Falk, a canadian artist : 1928.
Cesare Merzagora, a italian banker , manager , politician : 1898.
Ján Kollár, a slovak writer , poet , pastor, was ______",1793,7,11.666666666666666,born in 1793.,born in 1793.
469,"Albrecht Wellmer, a german philosopher, was born in 1933.
Emma Wray, a british actress, was born in 1965.
William Rosenberg, a united states entrepreneur, was born in 1916.
Isaac Mizrahi, a american fashion designer, was ______","Albrecht Wellmer, a german philosopher : 1933.
Emma Wray, a british actress : 1965.
William Rosenberg, a united states entrepreneur : 1916.
Isaac Mizrahi, a american fashion designer, was ______",1961,48,8.0,born in 1961.,born in 1961.
470,"Magnus André De Merindol Malan, a south african politician and military chief, was born in 1930.
Dianne Mcintyre, a united states dancer , teacher , choreographer, was born in 1946.
Kriss Donald, a british student, was born in 1988.
Atis Kronvalds, a latvian writer , linguist and pedagogue, was ______","Magnus André De Merindol Malan, a south african politician and military chief : 1930.
Dianne Mcintyre, a united states dancer , teacher , choreographer : 1946.
Kriss Donald, a british student : 1988.
Atis Kronvalds, a latvian writer , linguist and pedagogue, was ______",1837,1,60.333333333333336,born in 1837.,born in 1837.
471,"Christy Brown, a irish novelist , painter , poet, was born in 1932.
Lance Gooden, a american businessman, was born in 1982.
Lisa Tuttle, a american british writer, was born in 1952.
Christopher Cazenove, a british actor, was ______","Christy Brown, a irish novelist , painter , poet : 1932.
Lance Gooden, a american businessman : 1982.
Lisa Tuttle, a american british writer : 1952.
Christopher Cazenove, a british actor, was ______",1943,12,28.0,born in 1943.,born in 1943.
472,"Ayman Asfari, a british businessman, was born in 1958.
Clarence Hyde Cooke, a american businessman , politician, was born in 1876.
Robin Roberts, a american news anchor, was born in 1960.
Paul Carey, a american sportscaster, was ______","Ayman Asfari, a british businessman : 1958.
Clarence Hyde Cooke, a american businessman , politician : 1876.
Robin Roberts, a american news anchor : 1960.
Paul Carey, a american sportscaster, was ______",1928,1,23.0,born in 1928.,born in 1928.
473,"Hülya Koçyiğit, a turkish film actress, was born in 1947.
Hugh Q. Parmer, a american attorney ; businessman, was born in 1939.
Susanna Kearsley, a canada novelist, was born in 1966.
Paul Vallone, a united states lawyer, was ______","Hülya Koçyiğit, a turkish film actress : 1947.
Hugh Q. Parmer, a american attorney ; businessman : 1939.
Susanna Kearsley, a canada novelist : 1966.
Paul Vallone, a united states lawyer, was ______",1967,5,8.333333333333334,born in 1967.,born in 1967.
474,"Steven Charles Witkoff, a united states real estate investor, was born in 1957.
Denis Scheck, a german journalist , literary critic, was born in 1964.
Altaf Husain, a pakistani journalist, was born in 1900.
Ron Luciano, a american umpire , author, was ______","Steven Charles Witkoff, a united states real estate investor : 1957.
Denis Scheck, a german journalist , literary critic : 1964.
Altaf Husain, a pakistani journalist : 1900.
Ron Luciano, a american umpire , author, was ______",1937,39,16.0,born in 1937.,born in 1937.
475,"Kostis Palamas, a greek poet, was born in 1859.
Ben Molar, a argentine author , composer , musical producer , talent scout, was born in 1915.
Richard Cayne Perry, a united states hedge fund manager, was born in 1955.
Horst Paulmann, a chilean ceo and chairman , cencosud, was ______","Kostis Palamas, a greek poet : 1859.
Ben Molar, a argentine author , composer , musical producer , talent scout : 1915.
Richard Cayne Perry, a united states hedge fund manager : 1955.
Horst Paulmann, a chilean ceo and chairman , cencosud, was ______",1935,28,18.666666666666668,born in 1935.,born in 1935.
476,"Hardeep Singh Kohli, a scottish broadcaster, was born in 1969.
Manuel Hedilla, a spanish mechanic, was born in 1902.
Moses Ali, a ugandan military officer , lawyer & politician, was born in 1939.
Matthew Carnahan, a american director , writer , producer, was ______","Hardeep Singh Kohli, a scottish broadcaster : 1969.
Manuel Hedilla, a spanish mechanic : 1902.
Moses Ali, a ugandan military officer , lawyer & politician : 1939.
Matthew Carnahan, a american director , writer , producer, was ______",1961,6,30.666666666666668,born in 1961.,born in 1961.
477,"Gerolf Annemans, a belgium politician, was born in 1958.
Harold Louis Humes , Jr. ., a american novelist journalist editor-in-chief teacher, was born in 1926.
Christopher Cazenove, a british actor, was born in 1943.
Tom Williams, a australian television and radio presenter, was ______","Gerolf Annemans, a belgium politician : 1958.
Harold Louis Humes , Jr. ., a american novelist journalist editor-in-chief teacher : 1926.
Christopher Cazenove, a british actor : 1943.
Tom Williams, a australian television and radio presenter, was ______",1970,13,8.333333333333334,born in 1970.,born in 1970.
478,"Anya Reiss, a british playwright, was born in 1991.
Irving Hexham, a british and canadian anthropologist , educator, was born in 1943.
Nalo Hopkinson, a canadian writer , editor, was born in 1960.
Pirmin Meier, a swiss writer , teacher, was ______","Anya Reiss, a british playwright : 1991.
Irving Hexham, a british and canadian anthropologist , educator : 1943.
Nalo Hopkinson, a canadian writer , editor : 1960.
Pirmin Meier, a swiss writer , teacher, was ______",1947,5,20.333333333333332,born in 1947.,born in 1947.
479,"Göran Stangertz, a swedish actor , film director , theater director, was born in 1944.
Ben Hur Lampman, a american journalist , essayist , poet, was born in 1886.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot, was born in 1951.
Peter George, a canadian academic administration, was ______","Göran Stangertz, a swedish actor , film director , theater director : 1944.
Ben Hur Lampman, a american journalist , essayist , poet : 1886.
Aleksandr Panayotov Aleksandrov, a bulgarian pilot : 1951.
Peter George, a canadian academic administration, was ______",1941,11,14.666666666666666,born in 1941.,born in 1941.
480,"Frank Yerby, a american historical novelist, was born in 1916.
Pawel Szajda, a american actor, was born in 1982.
Wole Olanipekun, a nigerian jurist solicitor activist, was born in 1951.
Modadugu Vijay Gupta, a indian biologist, was ______","Frank Yerby, a american historical novelist : 1916.
Pawel Szajda, a american actor : 1982.
Wole Olanipekun, a nigerian jurist solicitor activist : 1951.
Modadugu Vijay Gupta, a indian biologist, was ______",1939,5,23.333333333333332,born in 1939.,born in 1939.
481,"M. Athar Ali, a indian historian , teacher, was born in 1925.
Norman Fitzroy Maclean, a american author english literature professor, was born in 1902.
Corrado Guzzanti, a italian actor , director , writer and satirist, was born in 1965.
Joseph Calleja, a maltese tenor, was ______","M. Athar Ali, a indian historian , teacher : 1925.
Norman Fitzroy Maclean, a american author english literature professor : 1902.
Corrado Guzzanti, a italian actor , director , writer and satirist : 1965.
Joseph Calleja, a maltese tenor, was ______",1978,19,36.666666666666664,born in 1978.,born in 1978.
482,"Zoe Levin, a american actress, was born in 1993.
Martha Moody, a american novelist , physician, was born in 1955.
Madhuri Dixit, a indian actress, was born in 1967.
Max Kidruk, a ukrainian writer, was ______","Zoe Levin, a american actress : 1993.
Martha Moody, a american novelist , physician : 1955.
Madhuri Dixit, a indian actress : 1967.
Max Kidruk, a ukrainian writer, was ______",1984,30,107.66666666666667,born in 1984.,born in 1984.
483,"Ivan Focht, a croat philosopher , mycologist, was born in 1927.
Oh Yoon, a south korea painter , printmaker, was born in 1946.
Pawel Szajda, a american actor, was born in 1982.
David L. Snell, a american composer, was ______","Ivan Focht, a croat philosopher , mycologist : 1927.
Oh Yoon, a south korea painter , printmaker : 1946.
Pawel Szajda, a american actor : 1982.
David L. Snell, a american composer, was ______",1897,11,16.333333333333332,born in 1960.,born in 1960.
484,"Geoff Mcqueen, a british screenwriter, was born in 1947.
Fausto Sarli, a italian fashion designer, was born in 1927.
Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker, was born in 1783.
Ken Jennings, a american computer scientist author, was ______","Geoff Mcqueen, a british screenwriter : 1947.
Fausto Sarli, a italian fashion designer : 1927.
Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker : 1783.
Ken Jennings, a american computer scientist author, was ______",1974,120,5.333333333333333,born in 1974.,born in 1974.
485,"Bennett S. Lebow, a united states businessman, was born in 1937.
John Steptoe, a american author, was born in 1950.
Drew Remenda, a canadian sportscaster, was born in 1962.
Tom Morton, a british journalist author broadcaster, was ______","Bennett S. Lebow, a united states businessman : 1937.
John Steptoe, a american author : 1950.
Drew Remenda, a canadian sportscaster : 1962.
Tom Morton, a british journalist author broadcaster, was ______",1955,7,7.0,born in 1955.,born in 1955.
